Total Energy (MW),Average Daily (MW),Peak Day,Peak Output (MW),Lowest Day,Lowest Output (MW),Generated At
4293.333333333333,429.3333333333333,2025-01-06,490.0,2025-01-10,287.0,2025-12-09 19:46:43.982282
