Total Energy (kWh),Average Daily (kWh),Peak Day,Peak Usage (kWh),Lowest Day,Lowest Usage (kWh),Generated At
4293.333333333333,429.3333333333333,2025-01-06,490.0,2025-01-10,287.0,2025-12-09 19:40:43.484381
